City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
120,Griffith,US,2022-06-03 21:11:24,41.5284,-87.4237,82.33,25,0,16.11
121,Marsh Harbour,BS,2022-06-03 21:11:24,26.5412,-77.0636,77.07,70,100,12.26
122,Sistranda,NO,2022-06-03 21:11:25,63.7256,8.834,48.16,93,100,15.23
123,Hope,US,2022-06-03 21:11:25,33.6671,-93.5916,82.45,38,30,6.33
124,Potosi,BO,2022-06-03 21:11:26,-19.5836,-65.7531,52.47,22,53,10.96
125,Bratsk,RU,2022-06-03 21:11:26,56.1325,101.6142,43.29,93,29,2.19
126,Clyde River,CA,2022-06-03 21:11:26,70.4692,-68.5914,32.83,95,100,2.66
127,Dikson,RU,2022-06-03 21:06:23,73.5069,80.5464,25.0,87,19,18.63
128,Fukuma,JP,2022-06-03 21:11:27,33.7667,130.4667,65.28,84,6,6.31
129,Rawson,AR,2022-06-03 21:10:49,-43.3002,-65.1023,51.24,50,100,20.74
130,Conde,BR,2022-06-03 21:11:27,-7.2597,-34.9075,74.66,94,0,2.3
131,Anuppur,IN,2022-06-03 21:11:27,23.1,81.6833,88.11,22,100,2.28
132,Bilma,NE,2022-06-03 21:11:28,18.6853,12.9164,91.29,10,1,4.83
133,Muriwai Beach,NZ,2022-06-03 21:11:28,-36.8167,174.45,55.35,98,96,1.25
134,Chokurdakh,RU,2022-06-03 21:06:28,70.6333,147.9167,37.44,64,100,14.56
135,Provideniya,RU,2022-06-03 21:11:29,64.3833,-173.3,50.43,59,99,4.59
136,Longyearbyen,SJ,2022-06-03 21:11:29,78.2186,15.6401,44.44,81,0,5.75
137,Chuy,UY,2022-06-03 21:05:17,-33.6971,-53.4616,48.06,82,12,5.7
138,Urumqi,CN,2022-06-03 21:12:30,43.801,87.6005,58.15,48,0,6.71
139,Grindavik,IS,2022-06-03 21:12:30,63.8424,-22.4338,45.07,81,100,14.97
140,Hecun,CN,2022-06-03 21:12:30,36.5333,114.1111,79.68,41,98,4.12
141,Kalur Kot,PK,2022-06-03 21:12:31,32.1564,71.2594,91.51,8,3,6.08
142,Barrow,US,2022-06-03 21:05:06,71.2906,-156.7887,30.22,86,100,19.57
143,Itarema,BR,2022-06-03 21:09:40,-2.9248,-39.9167,77.36,86,100,7.78
144,Bonthe,SL,2022-06-03 21:12:31,7.5264,-12.505,79.36,85,36,9.17
145,Micheweni,TZ,2022-06-03 21:12:32,-4.9667,39.8333,77.32,79,2,15.19
146,Oksfjord,NO,2022-06-03 21:12:32,70.2396,22.3479,55.58,76,98,5.61
147,Opuwo,NA,2022-06-03 21:12:33,-18.0607,13.84,58.08,42,41,8.77
148,Portland,US,2022-06-03 21:07:36,45.5234,-122.6762,66.24,66,100,8.05
149,Hasaki,JP,2022-06-03 21:12:33,35.7333,140.8333,61.29,77,87,12.57
150,Tebingtinggi,ID,2022-06-03 21:12:33,3.3285,99.1625,73.08,96,100,3.78
151,Lodja,CD,2022-06-03 21:12:34,-3.4833,23.4333,73.27,65,19,2.42
152,Morehead,US,2022-06-03 21:12:34,37.2711,-87.1764,80.78,32,0,6.91
153,Maniitsoq,GL,2022-06-03 21:12:35,65.4167,-52.9,46.99,58,26,7.16
154,Batagay-Alyta,RU,2022-06-03 21:12:35,67.8006,130.4114,50.13,69,64,2.53
155,Cayenne,GF,2022-06-03 21:12:35,4.9333,-52.3333,81.09,1,0,0.0
156,Upernavik,GL,2022-06-03 21:12:36,72.7868,-56.1549,32.79,89,86,9.13
157,Coquimbo,CL,2022-06-03 21:08:05,-29.9533,-71.3436,60.53,55,0,6.91
158,San Patricio,US,2022-06-03 21:05:14,28.017,-97.5169,97.52,48,96,8.52
159,Skibbereen,IE,2022-06-03 21:12:36,51.55,-9.2667,58.1,87,59,4.07
160,Dickinson,US,2022-06-03 21:11:16,29.4608,-95.0513,92.16,58,40,13.8
161,Katsuura,JP,2022-06-03 21:12:37,35.1333,140.3,64.76,75,100,14.88
162,Geraldton,AU,2022-06-03 21:12:37,-28.7667,114.6,48.61,81,47,2.3
163,Itanhaem,BR,2022-06-03 21:08:22,-24.1831,-46.7889,65.46,91,100,7.92
164,Haverfordwest,GB,2022-06-03 21:12:38,51.8017,-4.9691,59.25,78,42,1.01
165,Maraba,BR,2022-06-03 21:12:38,-5.3686,-49.1178,84.38,74,20,3.44
166,Kargasok,RU,2022-06-03 21:12:38,59.0556,80.8572,29.37,84,70,7.67
167,General Salgado,BR,2022-06-03 21:12:39,-20.6483,-50.3606,73.15,59,26,6.76
168,Illintsi,UA,2022-06-03 21:12:39,49.1048,29.2177,55.24,80,0,4.7
169,Den Helder,NL,2022-06-03 21:12:40,52.9599,4.7593,59.02,79,100,24.0
170,Safonovo,RU,2022-06-03 21:12:40,55.15,33.2167,47.79,91,1,5.48
171,Isangel,VU,2022-06-03 21:07:47,-19.55,169.2667,75.29,77,6,8.9
172,Broome,US,2022-06-03 21:12:40,42.2506,-75.833,74.17,48,40,16.11
173,Hithadhoo,MV,2022-06-03 21:12:41,-0.6,73.0833,83.73,70,80,11.54
174,Gayny,RU,2022-06-03 21:12:41,60.3071,54.3241,44.94,69,0,6.85
175,Zaoyang,CN,2022-06-03 21:12:41,32.1272,112.7542,75.31,93,8,3.13
176,Kijang,KR,2022-06-03 21:12:42,35.2442,129.2139,62.89,87,48,10.69
177,Namatanai,PG,2022-06-03 21:12:42,-3.6667,152.4333,80.24,80,30,6.38
178,Narsaq,GL,2022-06-03 21:12:43,60.9167,-46.05,62.82,36,1,1.77
179,Ust-Kuyga,RU,2022-06-03 21:13:48,70.0167,135.6,45.95,93,100,2.51
180,Tiarei,PF,2022-06-03 21:13:48,-17.5333,-149.3333,84.22,79,99,13.49
181,Ambon,ID,2022-06-03 21:13:48,-3.6954,128.1814,75.34,94,40,2.3
182,Srandakan,ID,2022-06-03 21:13:49,-7.9386,110.2506,74.48,84,81,3.04
183,Sosua,DO,2022-06-03 21:13:49,19.7667,-70.5167,94.98,74,20,11.5
184,Riberalta,BO,2022-06-03 21:13:49,-10.9833,-66.1,75.4,83,75,17.27
185,Labuhan,ID,2022-06-03 21:13:50,-6.8844,112.2051,76.6,88,69,6.89
186,Paamiut,GL,2022-06-03 21:13:50,61.994,-49.6678,41.0,54,10,2.64
187,Taltal,CL,2022-06-03 21:13:50,-25.4,-70.4833,66.9,45,51,1.9
188,Tessalit,ML,2022-06-03 21:13:51,20.1986,1.0114,95.59,7,3,14.09
189,Chilca,PE,2022-06-03 21:13:51,-12.5211,-76.7372,65.62,80,69,4.83
190,Port Hardy,CA,2022-06-03 21:13:52,50.6996,-127.4199,57.38,94,75,5.75
191,Port Elizabeth,ZA,2022-06-03 21:13:52,-33.918,25.5701,60.31,31,0,1.99
192,Luanda,AO,2022-06-03 21:13:52,-8.8368,13.2343,72.43,88,24,11.3
193,Necochea,AR,2022-06-03 21:13:53,-38.5473,-58.7368,46.38,65,73,10.0
194,Thompson,CA,2022-06-03 21:13:53,55.7435,-97.8558,43.59,73,100,11.27
195,Nanortalik,GL,2022-06-03 21:13:53,60.1432,-45.2371,45.52,53,0,4.65
196,Bengkulu,ID,2022-06-03 21:13:54,-3.8004,102.2655,75.34,86,75,3.53
197,Castro,BR,2022-06-03 21:03:50,-24.7911,-50.0119,54.07,91,97,7.2
198,Aksu,CN,2022-06-03 21:13:54,41.1231,80.2644,71.69,32,98,7.99
199,Mecca,SA,2022-06-03 21:13:55,21.4267,39.8261,91.85,25,0,5.39
200,Bethel,US,2022-06-03 21:05:12,41.3712,-73.414,79.66,60,20,4.61
201,Byron Bay,AU,2022-06-03 21:13:55,-28.65,153.6167,59.94,90,83,9.8
202,Pangnirtung,CA,2022-06-03 21:13:55,66.1451,-65.7125,40.6,93,98,3.47
203,Lagos,NG,2022-06-03 21:10:09,6.5833,3.75,80.47,82,100,6.2
204,Horta,PT,2022-06-03 21:13:56,38.5333,-28.6333,65.17,91,98,15.35
205,Ahipara,NZ,2022-06-03 21:13:56,-35.1667,173.1667,58.12,70,90,7.47
206,Vao,NC,2022-06-03 21:13:56,-22.6667,167.4833,70.9,64,3,11.81
207,Faanui,PF,2022-06-03 21:13:57,-16.4833,-151.75,79.11,76,99,8.68
208,Ossora,RU,2022-06-03 21:13:57,59.2353,163.0719,51.46,50,39,0.92
209,Hambantota,LK,2022-06-03 21:13:57,6.1241,81.1185,79.12,82,100,18.54
210,Safford,US,2022-06-03 21:12:24,32.834,-109.7076,96.12,8,0,5.75
211,Road Town,VG,2022-06-03 21:11:25,18.4167,-64.6167,84.24,70,20,9.22
212,Brattleboro,US,2022-06-03 21:09:14,42.8509,-72.5579,82.22,61,43,5.99
213,Havre-Saint-Pierre,CA,2022-06-03 21:13:59,50.2334,-63.5986,48.87,75,49,8.77
214,Georgetown,MY,2022-06-03 21:04:05,5.4112,100.3354,82.33,78,40,3.44
215,Ust-Nera,RU,2022-06-03 21:13:59,64.5667,143.2,64.06,43,32,1.61
216,Qasigiannguit,GL,2022-06-03 21:06:28,68.8193,-51.1922,39.45,64,61,2.93
217,Poya,NC,2022-06-03 21:14:00,-21.35,165.15,70.83,76,3,5.41
218,Kualakapuas,ID,2022-06-03 21:14:00,-3.0091,114.3876,73.04,98,74,1.66
219,Inirida,CO,2022-06-03 21:14:00,3.8653,-67.9239,73.17,96,100,1.81
220,Piranhas,BR,2022-06-03 21:14:01,-16.4269,-51.8222,84.65,33,44,7.49
221,Celestun,MX,2022-06-03 21:14:01,20.8667,-90.4,82.51,71,25,12.19
222,Rundu,NA,2022-06-03 21:14:01,-17.9333,19.7667,52.75,53,3,6.4
223,Makokou,GA,2022-06-03 21:14:02,0.5738,12.8642,70.07,96,94,2.64
224,Batagay,RU,2022-06-03 21:14:02,67.6333,134.6333,62.67,60,81,1.23
225,Namtsy,RU,2022-06-03 21:14:03,62.7161,129.6658,62.78,63,3,3.18
226,Pevek,RU,2022-06-03 21:15:03,69.7008,170.3133,29.79,91,100,16.51
227,Salalah,OM,2022-06-03 21:15:03,17.0151,54.0924,84.29,79,20,2.3
228,Manokwari,ID,2022-06-03 21:15:04,-0.8667,134.0833,78.6,76,100,1.97
229,Iqaluit,CA,2022-06-03 21:15:05,63.7506,-68.5145,44.33,57,20,3.44
230,Westport,US,2022-06-03 21:15:05,41.1415,-73.3579,81.28,70,0,5.75
231,Abu Samrah,SY,2022-06-03 21:15:06,35.3029,37.1841,74.23,31,0,8.97
232,Bilibino,RU,2022-06-03 21:15:06,68.0546,166.4372,37.78,53,50,8.48
233,Carnarvon,AU,2022-06-03 21:06:27,-24.8667,113.6333,63.21,46,7,13.13
234,Rocha,UY,2022-06-03 21:06:23,-34.4833,-54.3333,44.62,78,20,3.47
235,Richards Bay,ZA,2022-06-03 21:15:07,-28.783,32.0377,63.72,75,0,11.7
236,Vostok,RU,2022-06-03 21:00:27,46.4856,135.8833,43.63,87,100,2.3
237,Segamat,MY,2022-06-03 21:10:07,2.5148,102.8158,75.96,89,97,2.26
238,Fjerritslev,DK,2022-06-03 21:15:07,57.0813,9.2664,53.46,89,33,17.29
239,Kaeo,NZ,2022-06-03 21:15:08,-35.1,173.7833,56.98,72,99,4.61
240,Zyryanka,RU,2022-06-03 21:15:08,65.75,150.85,63.77,44,99,5.03
241,Vrangel,RU,2022-06-03 21:15:08,42.7297,133.0839,48.58,86,100,13.53
242,Honiara,SB,2022-06-03 21:15:09,-9.4333,159.95,79.41,84,95,5.21
243,Stillwater,US,2022-06-03 21:14:49,36.1156,-97.0584,80.87,43,0,0.0
244,Kungurtug,RU,2022-06-03 21:15:10,50.5994,97.5228,35.1,66,7,2.13
245,Ulaangom,MN,2022-06-03 21:15:10,49.9811,92.0667,49.78,37,23,3.11
246,Pilot Butte,CA,2022-06-03 21:15:10,50.4668,-104.4178,71.33,24,20,11.5
247,Pleszew,PL,2022-06-03 21:15:11,51.8964,17.7855,58.73,70,59,8.03
248,Egvekinot,RU,2022-06-03 21:15:11,66.3167,-179.1667,31.78,92,100,5.59
249,Trapani,IT,2022-06-03 21:15:12,37.8333,12.6667,81.28,53,0,2.3
250,Ribeira Grande,PT,2022-06-03 21:06:21,38.5167,-28.7,65.55,92,98,16.22
251,Nampula,MZ,2022-06-03 21:15:12,-15.1165,39.2666,60.93,91,41,3.11
252,Kakhun,RU,2022-06-03 21:15:12,43.5431,43.8764,65.44,79,100,1.81
253,Shelburne,CA,2022-06-03 21:15:13,44.0787,-80.2041,72.05,56,35,11.03
254,Jamkhed,IN,2022-06-03 21:15:13,18.7362,75.3121,87.12,32,84,13.6
255,Caravelas,BR,2022-06-03 21:15:13,-17.7125,-39.2481,73.76,86,67,7.11
256,Saskylakh,RU,2022-06-03 21:15:14,71.9167,114.0833,37.27,99,100,5.57
257,Winnemucca,US,2022-06-03 21:15:14,40.973,-117.7357,80.65,18,20,6.91
258,Benguela,AO,2022-06-03 21:15:14,-12.5763,13.4055,73.78,66,11,2.73
259,Caldelas,PT,2022-06-03 21:10:51,41.671,-8.3815,63.7,94,70,2.1
260,Sitka,US,2022-06-03 21:14:50,57.0531,-135.33,66.09,48,75,4.61
261,Primo Tapia,MX,2022-06-03 21:15:15,32.22,-116.9172,74.61,66,86,5.82
262,Anadyr,RU,2022-06-03 21:15:15,64.75,177.4833,44.01,70,86,6.71
263,Shunyi,CN,2022-06-03 21:15:17,40.125,116.6453,75.15,69,0,4.47
264,Lagoa,PT,2022-06-03 21:15:18,39.05,-27.9833,64.83,89,100,5.03
265,Eureka,US,2022-06-03 21:15:15,40.8021,-124.1637,65.68,82,100,4.0
266,Monte Escobedo,MX,2022-06-03 21:15:18,22.3,-103.5833,73.65,35,83,5.19
267,San Cristobal,VE,2022-06-03 21:15:18,7.7669,-72.225,78.98,69,86,5.82
268,Mayya,RU,2022-06-03 21:15:19,61.7333,130.2811,58.32,66,28,2.95
269,Marawi,PH,2022-06-03 21:15:19,7.9986,124.2928,67.55,93,10,2.06
270,La Peca,PE,2022-06-03 21:15:19,-5.6111,-78.435,79.36,63,98,3.56
271,Talnakh,RU,2022-06-03 21:16:20,69.4865,88.3972,40.6,69,100,14.05
272,Tuktoyaktuk,CA,2022-06-03 21:06:22,69.4541,-133.0374,32.85,85,99,12.57
273,Guerrero Negro,MX,2022-06-03 21:16:20,27.9769,-114.0611,72.48,51,0,16.71
274,Mnogovershinnyy,RU,2022-06-03 21:16:21,53.9353,139.9242,49.15,65,18,1.81
275,Inzer,RU,2022-06-03 21:16:21,54.2167,57.5556,55.36,97,89,2.95
276,Chengde,CN,2022-06-03 21:16:21,40.9725,117.9361,71.35,54,100,3.69
277,San Andres,CO,2022-06-03 21:16:22,12.5847,-81.7006,82.85,73,100,10.89
278,Bobrovytsya,UA,2022-06-03 21:16:22,50.75,31.3833,55.65,78,0,4.47
279,Cidreira,BR,2022-06-03 21:16:22,-30.1811,-50.2056,57.47,75,99,4.32
280,Galesong,ID,2022-06-03 21:16:23,-5.3166,119.3661,75.22,83,100,6.62
281,Nova Vicosa,BR,2022-06-03 21:16:23,-17.8919,-39.3719,74.52,85,63,9.64
282,Neustrelitz,DE,2022-06-03 21:16:24,53.3667,13.0833,52.75,84,88,8.68
283,Bayan,CN,2022-06-03 21:16:24,46.0833,127.4,58.28,74,95,15.99
284,Leh,IN,2022-06-03 21:16:24,34.1667,77.5833,47.08,53,19,5.53
285,Los Andes,CL,2022-06-03 21:16:25,-32.8337,-70.5983,50.02,85,100,2.3
286,Talara,PE,2022-06-03 21:16:25,-4.5772,-81.2719,72.36,68,0,5.75
287,Kavaratti,IN,2022-06-03 21:16:25,10.5669,72.642,83.1,72,89,18.97
288,Adrar,MR,2022-06-03 21:16:26,20.5022,-10.0711,89.71,24,98,19.01
289,Venado Tuerto,AR,2022-06-03 21:16:26,-33.7456,-61.9688,52.77,43,72,10.4
290,Carmen,MX,2022-06-03 21:16:20,18.6333,-91.8333,86.04,70,75,0.0
291,Boyolangu,ID,2022-06-03 21:16:26,-8.1181,111.8935,75.94,88,78,1.79
292,Ancud,CL,2022-06-03 21:16:27,-41.8697,-73.8203,46.04,91,100,15.08
293,Xiaoweizhai,CN,2022-06-03 21:16:27,26.1903,107.5125,70.21,99,100,1.3
294,Pendleton,US,2022-06-03 21:16:27,45.6721,-118.7886,72.0,78,100,20.71
